id,name,description,website_url,source_url,additional_sources,is_core_early_stage_case,source_type,source_quality,founded_year,failed_year,country,region,category,customer_type,business_model,pricing_model,gtm_channel,stage_at_failure,funding_raised_usd,team_size,stated_failure_cause,primary_failure_cause,secondary_failure_causes,symptoms,evidence_summary,confidence_score,notes
fs_0063,RingDaddy,"A no-code SMS remarketing SaaS for livestreamers to notify audiences when they went live.",unknown,https://www.failory.com/interview/ringdaddy,,yes,founder_interview,primary,2020,2020,Brazil,South America,SaaS,B2C,subscription,paid_subscription,community,bootstrapped,0,1,"Founder Isaac Medeiros learned that streamer audiences were reluctant to give phone numbers, making the core SMS remarketing behavior socially unacceptable.",product_market_fit_failure,"trust_safety_failure; no_urgent_pain; distribution_failure","viewer phone-number reluctance; streamer hesitation; negative audience reaction; fast no-code validation","The founder interview shows a fast MVP that technically worked but failed because the customer/audience behavior required for the product was too uncomfortable.",high,"Strong no-code fast-validation case from Brazil."
fs_0064,Tailor,"An A/B testing and website optimization SaaS for small websites.",unknown,https://www.failory.com/interview/tailor,,yes,founder_interview,primary,2017,2017,United Kingdom,Europe,SaaS,B2B,subscription,freemium,product_led,bootstrapped,0,1,"Founder Joe d'Elia said Tailor was built without enough research, targeted small sites that could not benefit much from the product, and lacked marketing follow-through.",distribution_failure,"product_market_fit_failure; competition_pressure; technical_complexity","800 signups but weak onboarding; small sites lacked traffic; broken math; large competitors had free options","The founder interview connects failure to insufficient validation, weak marketing, and a product whose value was limited for the target customer segment.",high,"Good maker/SaaS distribution case from the UK."
fs_0065,sitebot.ai,"A side-project SaaS chatbot or website assistant product.",unknown,https://www.indiehackers.com/product/sitebot-ai/shutting-down--LzaLU_ncJbCPvP1Qdni,,yes,founder_postmortem,primary,2019,2020,Finland,Europe,SaaS,B2B,subscription,freemium,product_led,bootstrapped,0,unknown,"Founder Hannu Jaakkola said converting users to customers was challenging and later noted the product lacked a clear target group that would actually buy.",too_broad_icp,"distribution_failure; bad_pricing; no_urgent_pain","unclear target customer; small users unwilling to pay; conversion problems; founder motivation loss","The Indie Hackers shutdown post and founder comment explain that the product did not have a focused buyer segment with willingness to pay.",high,"Good concise Indie Hackers ICP/pricing case."
fs_0066,Tiers,"A SaaS pricing-testing tool for companies to experiment with pricing flows.",unknown,https://www.indiehackers.com/product/tiers/rip-tiers--LtWr85vn-t-7WSNjwe1,,yes,founder_postmortem,primary,2019,2019,United States,North America,SaaS,B2B,subscription,paid_subscription,product_led,bootstrapped,0,unknown,"Founder Joshua Anderton said Tiers failed because pricing tests were too infrequent and it was hard to become part of a SaaS company's pricing workflow.",no_urgent_pain,"sales_cycle_too_long; market_too_small; product_market_fit_failure","infrequent pricing tests; hard workflow insertion; narrow use case; low urgency","The founder postmortem states that even SaaS companies do not change or test pricing often enough to support a dedicated workflow tool.",high,"Good narrow-use-case SaaS case."
fs_0067,DynaDomains,"A marketplace for leasing valuable domain names to businesses.",unknown,https://www.indiehackers.com/product/dynadomains/-MAnHnL3fRuMGkCblJ58?commentId=-MB9wJ5sgYb8x5cbO8vx,,yes,founder_postmortem,primary,2020,2020,United States,North America,marketplace,B2B,marketplace_take_rate,paid_subscription,paid_ads,bootstrapped,0,unknown,"Founder Timothy Carambat said DynaDomains listed over $3M worth of domains but had no lessees after ads and outbound failed to produce sales.",marketplace_liquidity_failure,"distribution_failure; no_urgent_pain; bad_pricing","many domains but no renters; $4K ads with zero sales; 3500 direct emails; domain leasing behavior risk","The founder postmortem gives unusually concrete failed acquisition data and shows one-sided supply without corresponding demand.",high,"Strong small marketplace liquidity case."
fs_0068,Site Pixel,"A SaaS product for website tracking or on-site pixel-based tools.",unknown,https://www.indiehackers.com/product/site-pixel/-MlHnnBJQwpqS2H9f8lt?commentId=-MlLC2tx5QlwZjGUSLOC,,yes,founder_postmortem,primary,2021,2021,United States,North America,SaaS,B2B,subscription,paid_subscription,product_led,bootstrapped,0,unknown,"Founder Taylor Brazelton shut Site Pixel down after conversations with potential users showed interest but nobody was willing to pay.",no_urgent_pain,"bad_pricing; distribution_failure; product_market_fit_failure","people talked but did not pay; $50/month perceived expensive; MVP not worth ongoing effort","The founder postmortem is a concise willingness-to-pay failure: conversations created apparent interest, but customers did not vote with dollars.",high,"Useful tiny SaaS demand-validation case."
fs_0069,GrwthApp,"An Instagram growth automation product for personal brands or social media accounts.",unknown,https://www.indiehackers.com/product/grwthapp/shutting-down--MX9YZC0VKNMyjS77_et,,yes,founder_postmortem,primary,2020,2021,United States,North America,SaaS,B2B,subscription,paid_subscription,marketplace_platform,bootstrapped,0,unknown,"Founder Owen Thurm said GrwthApp could not continue after Instagram banned their own brand account and the founders could no longer guarantee customer account safety.",platform_risk,"trust_safety_failure; regulatory_or_legal_pressure; product_market_fit_failure","Instagram enforcement risk; customer account safety risk; automation depended on platform tolerance","The founder postmortem directly ties shutdown to Instagram platform enforcement and inability to safely provide the service to customers.",high,"Strong small platform-risk case."
fs_0070,MotionThink,"A startup building productivity tools for freelancers after an accelerator co-founder matching process.",unknown,https://www.failory.com/interview/motionthink,,yes,founder_interview,primary,2014,2015,United States,North America,productivity,prosumer,subscription,paid_subscription,founder_led_sales,pre_seed,100000,unknown,"Founder Andrew Chen said MotionThink shut down because co-founders were not aligned on vision, motivations, and what to build, causing debate to replace execution.",founder_conflict,"product_market_fit_failure; no_urgent_pain; operational_complexity","co-founder misalignment; long debates; no working product; accelerator team formation risk","The founder interview gives a detailed account of how mismatched founder motivations and product direction killed the company before it reached a real product launch.",high,"Strong founder-conflict case with detailed primary interview."
fs_0071,Observa,"A YC-backed intrusion detection tool started by a former Robinhood employee.",unknown,https://www.failory.com/interview/observa,,yes,founder_interview,primary,2020,2021,United States,North America,devtool,B2B,subscription,enterprise,founder_led_sales,seed,462000,unknown,"Founder Rob Picard described joining YC, raising $462k, and shutting down after getting lost in the idea maze without finding a compelling security product wedge.",product_market_fit_failure,"technical_complexity; too_broad_icp; no_urgent_pain","security idea maze; unclear wedge; hard product definition; insufficient customer pull","The founder interview describes a technically sophisticated security idea that never converged into a focused product with enough customer demand.",high,"Good technical-founder PMF case."
fs_0072,WePlate,"A nutrition optimization app and B2B SaaS for college dining teams.",unknown,https://www.failory.com/interview/weplate,,yes,founder_interview,primary,2021,2022,United States,North America,healthtech,B2B,subscription,enterprise,sales_led,bootstrapped,10000,unknown,"Founder Alex Hu said WePlate talked to around 100 colleges and learned that neither dining teams nor most students urgently wanted the product.",no_urgent_pain,"sales_cycle_too_long; product_market_fit_failure; market_too_small","100 colleges contacted; no buyer pull; students not sufficiently motivated; complex nutrition algorithm without urgent budget","The founder interview shows a technically thoughtful health product that failed because institutional buyers did not see a bottom-line reason to adopt it.",high,"Strong healthtech/no-urgent-pain case."
fs_0073,DenberTech,"A crypto payment acceptance startup for physical businesses in Spain.",unknown,https://www.failory.com/interview/denbertech,,yes,founder_interview,primary,2022,2023,Spain,Europe,fintech,B2B,transaction_fee,commission,paid_ads,bootstrapped,5000,unknown,"Founder Dennis Ramirez Bernal said crypto hype produced interest but not a real business problem merchants urgently needed solved.",no_urgent_pain,"high_cac_bad_unit_economics; technical_complexity; timing_problem","crypto hype; high CAC; unfinished MVP; merchants interested in publicity not actual payment need","The founder interview explains that the startup chased a crypto trend and discovered there was no meaningful pain behind the leads.",high,"Good fintech/crypto hype case from Spain."
fs_0074,Star Sync,"A marketplace selling paid digital experiences with streamers and online creators.",unknown,https://www.failory.com/interview/starsync,,yes,founder_interview,primary,2021,2023,United States,North America,marketplace,B2C,marketplace_take_rate,commission,paid_ads,bootstrapped,95000,unknown,"Founder Jonny Boyarsky spent about $95k building before proving market demand, then found creators and users did not adopt the marketplace strongly enough.",no_urgent_pain,"marketplace_liquidity_failure; technical_complexity; distribution_failure","agency promises failed; creators not invested; low conversion from creator audiences; expensive product build before MVP","The founder interview is a strong example of overbuilding a marketplace before validating whether either side truly cared enough to transact.",high,"Good marketplace demand-validation case."
fs_0075,Cam.ly,"A Wi-Fi camera hardware startup that tried to stream and store video in the cloud.",unknown,https://www.failory.com/interview/cam-ly,,yes,founder_interview,primary,2009,2010,United States,North America,hardware,B2C,hardware_margin,one_time_purchase,founder_led_sales,bootstrapped,100000,unknown,"Founder Dane Jensen said Cam.ly failed after trying to raise money before proving a polished product in a technically demanding consumer hardware category.",technical_complexity,"fundraising_dependency; competition_pressure; product_market_fit_failure","unfinished hardware product; cloud video complexity; competing with Nest predecessor; investor skepticism","The founder interview frames Cam.ly as a hardware/product execution failure: the team needed a polished product before investor conviction could emerge.",high,"Strong early hardware technical-execution case."
fs_0076,Wattage,"A hardware design platform meant to let non-experts customize electronics online.",unknown,https://www.failory.com/cemetery/wattage,,yes,startup_database,secondary,2014,2015,Canada,North America,hardware,B2C,hardware_margin,custom,product_led,seed,200000,unknown,"Failory's cemetery summary says Wattage focused on proving technical feasibility but failed to validate market interest for customizable hardware creation.",technical_complexity,"no_urgent_pain; timing_problem; fundraising_dependency","hardware customization complexity; technical feasibility first; weak validation; investor doubts about scalability","The case is useful because the technical vision was ambitious, but evidence of customer demand and scalable execution lagged behind the product concept.",medium,"Secondary source; keep as a technical/hardware gap filler."
fs_0077,Zor Technology,"A teenage founder's consumer-electronics import and resale business in Australia.",unknown,https://www.failory.com/interview/zor-technology,,yes,founder_interview,primary,2008,2009,Australia,Asia-Pacific,ecommerce,B2C,hardware_margin,one_time_purchase,partnerships,bootstrapped,1000,unknown,"Founder Mathew Carpenter shut Zor Technology down after receiving a legal threat from Apple over imported consumer electronics.",regulatory_or_legal_pressure,"trust_safety_failure; operational_complexity; founder_conflict","Apple legal threat; imported electronics; young founder; legal risk ignored","The founder interview is a clean small-scale example of legal pressure ending a business even after early sales momentum.",high,"Useful non-US legal-pressure case."
fs_0078,MealSurfers,"A marketplace for home-cooked meals in Canada.",unknown,https://www.failory.com/interview/mealsurfers,,yes,founder_interview,primary,2016,2018,Canada,North America,marketplace,B2C,marketplace_take_rate,commission,community,bootstrapped,unknown,4,"Founder Ali Jiwani said MealSurfers lacked enough recurring customers, faced constant regulatory hurdles, and stayed attached to the original business model too long.",regulatory_or_legal_pressure,"weak_retention; marketplace_liquidity_failure; operational_complexity","Toronto Public Health pressure; less than 10 percent repeat customers; non-standardized home meals; regulatory grey area","The founder interview explicitly links the soft landing to regulation, weak repeat behavior, and the difficulty of standardizing a home-cooked meal marketplace.",high,"Strong food marketplace regulatory/retention case."
fs_0079,Brisk,"A prescriptive intelligence product that recommended sales actions using CRM data.",unknown,https://www.failory.com/interview/brisk,,yes,founder_interview,primary,2012,2016,Sweden,Europe,SaaS,B2B,subscription,enterprise,sales_led,seed,2000000,unknown,"Founder Hampus Jakobsson said Brisk became unfocused and depended too heavily on Salesforce's data model, customizations, and roadmap.",platform_risk,"too_broad_icp; technical_complexity; product_market_fit_failure","Salesforce dependency; custom CRM complexity; too many use cases; unfocused onboarding and sales","The founder interview describes both platform dependency and technical/customer complexity: Brisk tried to support too many Salesforce variants and did not solve one critical problem completely.",high,"Strong European SaaS platform-risk case."
fs_0080,Hubrif,"A Nigerian video-on-demand platform for African short films.",unknown,https://www.failory.com/interview/hubrif,,yes,founder_interview,primary,2017,2019,Nigeria,Africa,media,B2C,subscription,paid_subscription,content,bootstrapped,10000,unknown,"Founder Tobi Ogunwande said Hubrif's niche was too small, monetization did not work, hosting costs were high, and founder/investor disagreements slowed execution.",market_too_small,"business_model_mismatch; founder_conflict; operational_complexity","small African short-film audience; zero revenue; hosting costs; disagreement with investor and technical co-founder exit","The founder interview gives unusually detailed evidence on niche size, failed subscription monetization, and management problems in a non-US media startup.",high,"Excellent Africa/non-US market-size case."
fs_0081,Siempo,"A wellness-focused smartphone interface designed to reduce distraction and improve mental health.",unknown,https://www.failory.com/interview/siempo,,yes,founder_interview,primary,2017,2021,United States,North America,healthtech,B2C,freemium,freemium,app_store,seed,1100000,unknown,"Founder Andrew Murray's interview describes raising over $1M for a phone interface that never generated revenue or reached durable product-market fit.",product_market_fit_failure,"no_urgent_pain; weak_retention; competition_pressure","wellness mission; no revenue; hard behavior change; competing with default phone UX","The founder interview is useful for digital wellness: strong mission and funding were not enough to create a product users would consistently adopt and pay for.",high,"Good mental-health/wellness PMF case."
fs_0082,Refolo,"A plant-based meal-planning app for people trying to improve their diet.",unknown,https://www.failory.com/interview/refolo,,yes,founder_interview,primary,2018,2020,United States,North America,healthtech,B2C,subscription,paid_subscription,content,bootstrapped,unknown,unknown,"Founder Lola Ojabowale spent two years on Refolo before concluding that the target users were not already spending money to solve the problem.",no_urgent_pain,"bad_pricing; distribution_failure; product_market_fit_failure","users not already paying; meal planning behavior friction; health interest without buying intent","The founder interview shows a health/meal-planning product with an appealing mission but weak evidence of willingness to pay.",high,"Good healthtech willingness-to-pay case."
fs_0083,Swipes,"A productivity app company that tried to build task and workflow tools across several years.",unknown,https://www.failory.com/interview/swipes,,yes,founder_interview,primary,2013,2019,Bulgaria,Europe,productivity,prosumer,freemium,freemium,product_led,seed,100000,unknown,"Founder Stefan Vladimirov said Swipes operated for six years and nearly raised $1M but never found product-market fit.",product_market_fit_failure,"fundraising_dependency; weak_retention; competition_pressure","six-year search; almost raised $1M; no durable PMF; crowded productivity market","The founder interview is a strong long-running non-US productivity case: persistence and product iterations did not produce a focused market pull.",high,"Good Bulgaria/non-US PMF case."
fs_0084,Tali,"A voice-powered timekeeping assistant for lawyers using Alexa and Google Assistant.",unknown,https://www.failory.com/interview/tali,,yes,founder_interview,primary,2017,2019,United States,North America,SaaS,B2B,subscription,enterprise,sales_led,seed,750000,unknown,"Founder Matthew Volm said Tali burned about $750k while struggling to get meaningful traction for a voice-first legal timekeeping product.",product_market_fit_failure,"technical_complexity; sales_cycle_too_long; no_urgent_pain","voice interface adoption; lawyers' workflow inertia; low traction; expensive build","The founder interview shows a technically interesting legaltech workflow product that did not fit user behavior strongly enough to justify continued spending.",high,"Good legaltech/voice-interface case."
fs_0085,LocalTown,"A no-code marketplace for makers launching side projects.",unknown,https://www.failory.com/interview/localtown,,yes,founder_interview,primary,2016,2018,United States,North America,marketplace,B2B2C,marketplace_take_rate,commission,community,bootstrapped,0,1,"Founder Michael Novotny built LocalTown with no-code tools but failed to turn maker interest into a profitable marketplace.",marketplace_liquidity_failure,"no_urgent_pain; business_model_mismatch; distribution_failure","maker marketplace; unclear transaction demand; no-code build; weak profitability","The founder interview is a small marketplace case where interest from makers did not translate into enough monetizable supply-demand liquidity.",high,"Good small no-code marketplace case."
fs_0086,Flux,"A modular multi-messaging client built around owning messages while interacting with mainstream channels.",unknown,https://www.failory.com/interview/flux,,yes,founder_interview,primary,2011,2016,Germany,Europe,productivity,prosumer,freemium,freemium,product_led,seed,100000,unknown,"Founder Jan Johannes said Flux raised about EUR70k plus personal investment but failed after a combination of product, focus, and market issues.",technical_complexity,"platform_risk; product_market_fit_failure; founder_conflict","multi-channel messaging complexity; data portability vision; open-source aftermath; many combined issues","The founder interview describes a technically ambitious messaging product where platform integration and product complexity outpaced clear market pull.",high,"Good Germany technical/platform complexity case."
fs_0087,Hello Tyro,"A Belgian HR platform matching students with startup internships.",unknown,https://www.failory.com/interview/hello-tyro,,yes,founder_interview,primary,2017,2020,Belgium,Europe,SaaS,B2B,subscription,paid_subscription,sales_led,seed,300000,unknown,"Founder Pierre Tillement said Hello Tyro reached about EUR4k MRR and raised EUR250k, but still failed to find product-market fit and ran out of cash.",product_market_fit_failure,"fundraising_dependency; sales_cycle_too_long; business_model_mismatch","HR marketplace/SaaS pivot; modest MRR; annual commitments; bankruptcy","The founder interview shows a service-to-platform HR startup with some revenue but insufficient PMF to survive after funding ran out.",high,"Good European HR SaaS case."
fs_0088,Botnim,"A web app and chatbot for finding nearby dishes by nutrition values and location.",unknown,https://www.failory.com/interview/botnim,,yes,founder_interview,primary,2017,2017,Israel,Middle East,healthtech,B2C,transaction_fee,commission,founder_led_sales,bootstrapped,unknown,2,"Founders Shaked Klein Orbach and Gilad Peled said they failed to validate that people eating out cared enough about nutrition filtering to use the product.",product_market_fit_failure,"no_urgent_pain; business_model_mismatch; technical_complexity","chatbot latency; map pivot; restaurant lab-testing costs; wrong assumption about eating-out behavior","The founder interview clearly states that the team built around an assumption: people who cared deeply about nutrition usually did not eat out often enough for the product.",high,"Good Israel health/food PMF case."
fs_0089,Singulution,"A real-time point-of-sale and business management system for multi-location vendors.",unknown,https://www.failory.com/interview/singulution,,yes,founder_interview,primary,2017,2018,United States,North America,SaaS,B2B,subscription,enterprise,founder_led_sales,bootstrapped,30000,1,"Founder Hunt Burdick spent 10 months and about $30k building a complex POS/business-management system before validating market demand.",technical_complexity,"product_market_fit_failure; no_urgent_pain; sales_cycle_too_long","full-duplex real-time POS; multi-location complexity; 10-month build; insufficient lean validation","The founder interview is a strong lean-startup cautionary case: technical product ambition consumed time and money before market validation.",high,"Good technical overbuilding case."
fs_0090,WantRemoteJob,"A job board for remote jobs in the IT industry.",unknown,https://www.failory.com/interview/wantremotejob,,yes,founder_interview,primary,2017,2017,Latvia,Europe,marketplace,B2B2C,advertising,free,community,bootstrapped,6000,1,"Founder Vyacheslav Grzhybovsky shut down WantRemoteJob after realizing that maintaining and growing the job board required more time and people than the expected payoff justified.",operational_complexity,"marketplace_liquidity_failure; distribution_failure; market_too_small","job board maintenance burden; solo founder capacity; insufficient payoff; two-sided marketplace effort","The founder interview shows a solo-founder marketplace where ongoing operations and distribution requirements exceeded the realistic return from the niche.",high,"Good Latvia/non-US solo marketplace case."
fs_0091,Cuddli,"A dating app for geeks that reached more than 100,000 users.",unknown,https://www.failory.com/interview/cuddli,,yes,founder_interview,primary,2016,2020,United States,North America,consumer_app,B2C,freemium,freemium,app_store,bootstrapped,unknown,unknown,"Founder Robert Walker said Cuddli had users and couples but no realistic path to profitability or exit before the founders ran out of personal runway.",business_model_mismatch,"timing_problem; weak_retention; market_too_small","100k users; dating-app churn; monetization depended on partner deals; no path to exit","The founder interview is valuable because it separates product usage from company viability: Cuddli created matches but could not turn that into a sustainable business model.",high,"Good final-batch case because it is not a generic PMF failure."
fs_0092,Community Coders,"A marketplace-like education services business connecting local companies with high school students for web and marketing projects.",unknown,https://www.failory.com/interview/community-coders,,yes,founder_interview,primary,2018,2019,Canada,North America,edtech,B2B2C,services,custom,founder_led_sales,bootstrapped,unknown,unknown,"Founder Kaito Cunningham said Community Coders had too many students and not enough paying businesses, with an unsustainable sales cycle and weak differentiated value.",marketplace_liquidity_failure,"business_model_mismatch; distribution_failure; operational_complexity","too much student supply; not enough business demand; referrals could not scale; service delivery complexity","The founder interview explicitly describes a supply-demand imbalance and a weak revenue side, making it useful for marketplace liquidity rather than another PMF-only case.",high,"Good Canada education marketplace-liquidity case."
fs_0093,ExploreVR,"A directory and review site intended to become a TripAdvisor-style discovery product for virtual reality experiences.",unknown,https://www.failory.com/interview/explorevr,,yes,founder_interview,primary,2017,2018,United States,North America,media,B2C,advertising,free,SEO,bootstrapped,6000,1,"Founder Andrey Norin said ExploreVR failed because he built before validating the VR supply-demand equation and lacked startup experience.",timing_problem,"market_too_small; distribution_failure; founder_conflict","early VR market; weak market research; directory supply-demand unclear; solo-founder inexperience","The founder interview shows a market-timing and market-research failure in an emerging category where enthusiasm for VR did not yet imply a viable directory business.",high,"Useful timing/market-size case."
fs_0094,Onepagetrip,"A travel itinerary sharing community for planning and sharing trips on one page.",unknown,https://www.failory.com/interview/onepagetrip,,yes,founder_interview,primary,2014,2015,Australia,Asia-Pacific,consumer_app,B2C,advertising,free,SEO,bootstrapped,0,1,"Founder Ana Santos said Onepagetrip had no clear monetization plan, faced huge travel competitors, and should have validated the business model before building.",business_model_mismatch,"competition_pressure; distribution_failure; market_too_small","no monetization plan; travel SEO competition; feature idea without business model; solo founder","The founder interview is a clean example of a community/product idea failing because the business model and distribution strategy were not worked out early enough.",high,"Good Australia/non-US business-model case."
fs_0095,Freshconnect,"An Indian B2B marketplace for fresh agricultural produce connecting farmers and buyers.",unknown,https://www.failory.com/interview/freshconnect,,yes,founder_interview,primary,2018,2021,India,Asia,marketplace,B2B,marketplace_take_rate,commission,founder_led_sales,seed,unknown,unknown,"Founder Tarun Gupta said Freshconnect reached meaningful revenue but failed to scale because of focus, hiring, operations, and funding challenges in fresh produce.",operational_complexity,"marketplace_liquidity_failure; fundraising_dependency; founder_conflict","fresh produce operations; focus problems; hiring mistakes; failed funding round; acquihire outcome","The founder interview adds a non-US agritech marketplace where offline operations and management complexity mattered as much as software or demand.",high,"Strong India/agritech marketplace case."
fs_0096,InoVVorX,"An Indian software company that mixed client-services revenue with attempts to build startup products.",unknown,https://www.failory.com/interview/inovvorx,,yes,founder_interview,primary,2010,2016,India,Asia,other,B2B,services,custom,founder_led_sales,seed,400000,25,"Founder Maxim Dsouza said InoVVorX burned about $400k while losing focus between services work and startup products.",too_broad_icp,"fundraising_dependency; operational_complexity; business_model_mismatch","services-product split; 25-person team; burn without focus; early India funding difficulty","The founder interview is useful for the taxonomy because it captures a hybrid agency/startup failure caused by lack of focus and conflicting business models.",high,"Borderline startup-services hybrid, included for non-US lack-of-focus pattern."
fs_0097,Bluesmart,"A smart luggage hardware startup that built connected suitcases with embedded batteries and tracking features.",unknown,https://tech.yahoo.com/general/article/2018-05-01-bluesmart-smart-luggage-shutting-down.html,https://en.wikipedia.org/wiki/Bluesmart,yes,news_article,secondary,2014,2018,United States,North America,hardware,B2C,hardware_margin,one_time_purchase,community,series_a,29000000,unknown,"Bluesmart shut down after major airlines banned smart luggage with non-removable batteries, undermining the core product design and market access.",regulatory_or_legal_pressure,"technical_complexity; platform_risk; timing_problem","airline battery ban; non-removable battery design; hardware inventory risk; travel infrastructure dependence","The shutdown is a clear hardware/regulatory case: the product depended on airline acceptance, and a rule change made the design commercially untenable.",medium,"Strategic medium-confidence hardware/regulatory case."
fs_0098,YOLO,"An anonymous Snapchat-integrated Q&A app used by teens to receive anonymous messages.",unknown,https://arstechnica.com/tech-policy/2021/05/snap-cuts-off-yolo-lmk-anonymous-messaging-apps-after-lawsuit-over-teens-death/,https://techcrunch.com/2021/08/03/anonymous-snapchat-app-sendit-surges-with-3-5m-installs-after-snap-bans-yolo-and-lmk/; https://caselaw.findlaw.com/court/us-9th-circuit/116509645.html,yes,news_article,secondary,2019,2021,United States,North America,social,B2C,advertising,free,marketplace_platform,seed,unknown,unknown,"Snap suspended YOLO after a lawsuit connected anonymous messaging to teen bullying and suicide, cutting off the app's core distribution platform.",trust_safety_failure,"platform_risk; regulatory_or_legal_pressure; weak_retention","anonymous teen messaging; cyberbullying allegations; Snap suspension; lawsuit pressure","The case is useful because trust/safety failure and platform dependency are inseparable: moderation risk triggered legal pressure and platform cutoff.",medium,"Strategic trust/safety case; source is secondary/legal rather than founder postmortem."
fs_0099,Benja,"An e-commerce and advertising startup whose founder later pleaded guilty to securities, bank, and wire fraud.",unknown,https://www.failory.com/interview/benja,,yes,founder_interview,primary,2015,2019,United States,North America,ecommerce,B2B,advertising,custom,sales_led,seed,unknown,unknown,"Founder Drew Chapin described how fake-it-till-you-make-it behavior crossed into fraud and destroyed the company and his career.",regulatory_or_legal_pressure,"founder_conflict; business_model_mismatch; trust_safety_failure","fraud; false representations; legal consequences; founder ethics failure","The founder interview is an unusually direct primary-source account of legal/ethical failure, making it valuable even though it is not a typical market failure.",high,"Use carefully as founder-ethics/legal-pressure case, not as normal PMF failure."
fs_0100,The Nerd Cave,"An Australian community retail space for gamers and hobbyists.",unknown,https://www.failory.com/interview/the-nerd-cave,,yes,founder_interview,primary,2013,2017,Australia,Asia-Pacific,other,B2C,services,custom,community,bootstrapped,100000,unknown,"Founder David Desi said The Nerd Cave lost revenue after moving location and competing near other game and hobby stores, eventually running out of funds.",operational_complexity,"competition_pressure; market_too_small; fundraising_dependency","location move; local competition; physical community space; fixed costs; limited local demand","The founder interview adds an offline/community business where location and operations were decisive, broadening the dataset beyond software-only failures.",high,"Included as a final non-US operational case; not a pure software startup."
